DS,Site,Crop,Stage,Field Type,Part,Species,SpeciesAb,Season,Abundance,Damage,E,PH,RF,RH,T
AG,Brunswick,Cabbage,Mature,Agriculture,Leaf,Mariella dussumieri,MarDus,rainy,4,21,1310,5.385,6.365,84.95,23.3
NE,Diyagama,Cabbage,Mature,Agriculture,Leaf,Mariella dussumieri,MarDus,rainy,4,26,1427,7.35,4.465,87.45,24.2
WP,Keenagolla,Cabbage,Mature,Agriculture,Leaf,Mariella dussumieri,MarDus,rainy,4,21,869,6.61,4.3,87.75,22.3
AG,Maskeliya,Cabbage,Mature,Agriculture,Leaf,Mariella dussumieri,MarDus,rainy,4,21,1207,5.025,7.585,81.55,24
NE,Nuwara Eliya,Cabbage,Mature,Agriculture,Leaf,Mariella dussumieri,MarDus,rainy,4,24,1906,6.06,5.03,80.2,17.8
WP,Ragala,Leeks,Mature,Agriculture,Leaf,Mariella dussumieri,MarDus,rainy,4,11,1438,6.32,9.935,85.6,19.3
HK,Rikillagaskada,Radish,Nursery,Agriculture,Seedling,Mariella dussumieri,MarDus,rainy,4,13,882,6.35,5.98,91.9,24
NE,Talawakele,Bell pepper,Mature,Polytunnel,Flower,Mariella dussumieri,MarDus,rainy,4,5,1206,7.02,8.685,88.7,20.4
NE,Talawakele,Chinese cabbage,Mature,Agriculture,Leaf,Mariella dussumieri,MarDus,rainy,4,4,1206,7.02,8.685,88.7,20.4
NE,Talawakele,Lettuce,Mature,Agriculture,Leaf,Mariella dussumieri,MarDus,rainy,4,12,1206,7.02,8.685,88.7,20.4
KT,Watagoda,Cabbage,Mature,Agriculture,Leaf,Mariella dussumieri,MarDus,rainy,4,26,1214,6.985,6.915,88.1,21.6
AG,Norwood,Cabbage,Mature,Agriculture,Leaf,Mariella dussumieri,MarDus,rainy,5,23,1256,4.795,7.235,82.15,20.5
WP,Ragala,Cabbage,Mature,Agriculture,Leaf,Mariella dussumieri,MarDus,rainy,5,23,1438,6.32,9.935,85.6,19.3
WP,Ragala,Lettuce,Nursery,Agriculture,Seedling,Mariella dussumieri,MarDus,rainy,5,46,1438,6.32,9.935,85.6,19.3
NE,Kotagala,Chinese cabbage,Mature,Agriculture,Leaf,Mariella dussumieri,MarDus,rainy,6,4,1246,7.185,5.9,85.75,24.2
AG,Elfindale,Cabbage,Mature,Agriculture,Leaf,Mariella dussumieri,MarDus,rainy,7,41,1204,4.95,8.95,95.6,23.1
AG,Ambagamuwa,Cabbage,Mature,Agriculture,Leaf,Milax gagates,MilGag,rainy,1,2,613,6.695,3.765,90.65,24.7
WP,Ragala,Leeks,Mature,Agriculture,Leaf,Milax gagates,MilGag,rainy,1,3,1438,6.32,9.935,85.6,19.3
WP,Walapane,Cabbage,Mature,Agriculture,Leaf,Milax gagates,MilGag,rainy,1,3,675,5.11,7.4,81.45,21
WP,Ambagaspitiya,Cabbage,Mature,Agriculture,Root,Subulina octona,SubOct,non-rainy,1,1,731,5.84,1.8,84.3,27.3
WP,Ambagaspitiya,Leeks,Mature,Agriculture,Root,Subulina octona,SubOct,rainy,1,1,731,6.105,7.065,83.4,23.7
WP,Ambagaspitiya,Onion,Mature,Agriculture,Root,Subulina octona,SubOct,rainy,1,3,731,6.105,7.065,83.4,23.7
HK,DaraOya,Cabbage,Mature,Agriculture,Leaf,Subulina octona,SubOct,non-rainy,1,0,1136,6.13,2.1,72,28.8
WP,Keenagolla,Beetroot,Young,Agriculture,Root,Subulina octona,SubOct,non-rainy,1,2,869,6.92,3.6,76,26.3
WP,Keenagolla,Cabbage,Mature,Agriculture,Root,Subulina octona,SubOct,non-rainy,1,1,869,6.92,3.6,76,26.3
WP,Lidesdialwatta,Carrot,Mature,Agriculture,Root,Subulina octona,SubOct,rainy,1,1,1623,5.29,9.9,85.35,22.3
WP,Lidesdialwatta,Leeks,Mature,Agriculture,Root,Subulina octona,SubOct,rainy,1,1,1623,5.29,9.9,85.35,22.3
HK,Mool oya,Leeks,Mature,Agriculture,Leaf,Subulina octona,SubOct,non-rainy,1,0,1395,5.44,2.1,70.4,26.5
AG,Nallatanniya,Cabbage,Mature,Agriculture,Leaf,Subulina octona,SubOct,non-rainy,1,0,1234,5.54,6.7,83.3,24.4
AG,Nallatanniya,Banana pepper,Mature,Agriculture,Root,Subulina octona,SubOct,rainy,1,1,1234,5.395,6.885,86.65,23.8
AG,Nallatanniya,German Turnip,Mature,Agriculture,Leaf,Subulina octona,SubOct,rainy,1,1,1234,5.395,6.885,86.65,23.8
KT,Pundalu oya,Cabbage,Mature,Agriculture,Leaf,Subulina octona,SubOct,non-rainy,1,1,1204,4.83,4.5,82,21.4
WP,Puswalapitiya,Cabbage,Mature,Agriculture,Root,Subulina octona,SubOct,non-rainy,1,0,1012,5.82,3.6,87.7,23.2
WP,Uda pussellawa,Cabbage,Mature,Agriculture,Root,Subulina octona,SubOct,rainy,1,2,1308,6.01,9,86.5,19.3
WP,Udagama,Cabbage,Mature,Agriculture,Root,Subulina octona,SubOct,non-rainy,1,0,1318,5.22,3.6,83.8,24.6
WP,Ambagaspitiya,Cabbage,Mature,Agriculture,Root,Subulina octona,SubOct,rainy,2,3,731,6.105,7.065,83.4,23.7
HK,DaraOya,Cabbage,Mature,Agriculture,Leaf,Subulina octona,SubOct,rainy,2,2,1136,5.59,2.63,73.7,23.3
WP,Keenagolla,Beetroot,Young,Agriculture,Root,Subulina octona,SubOct,rainy,2,7,869,6.61,4.3,87.75,22.3
WP,Keenagolla,Cabbage,Mature,Agriculture,Root,Subulina octona,SubOct,rainy,2,6,869,6.61,4.3,87.75,22.3
HK,Mool oya,Leeks,Mature,Agriculture,Leaf,Subulina octona,SubOct,rainy,2,1,1395,5.25,2.615,85.2,19.6
AG,Nallatanniya,Cabbage,Mature,Agriculture,Leaf,Subulina octona,SubOct,rainy,2,1,1234,5.395,6.885,86.65,23.8
WP,Puswalapitiya,Cabbage,Mature,Agriculture,Root,Subulina octona,SubOct,rainy,2,1,1012,6.28,6.8,92.2,23.1
WP,Udagama,Cabbage,Mature,Agriculture,Root,Subulina octona,SubOct,rainy,3,1,1318,5.095,6.915,86.95,22.5
KT,Pundalu oya,Cabbage,Mature,Agriculture,Leaf,Subulina octona,SubOct,rainy,4,5,1204,5.115,8.5,90.8,20.1
